Offense_id,Year,Dimension,Category,Nr_of_victims,Country_id,Victim_id
542,2013,by citizenship,India,2.5,6,1
543,2013,by citizenship,Indonesia,2.5,6,1
544,2013,by citizenship,Nepal,2.5,6,1
545,2013,by citizenship,Pakistan,9.0,6,1
546,2013,by citizenship,Philippines,2.5,6,1
547,2013,by citizenship,Moldova,2.5,6,1
548,2013,by citizenship,Syria,2.5,6,1
549,2013,by citizenship,Uzbekistan,2.5,6,1
550,2013,by country of repatriation,Armenia,12.0,6,1
551,2013,by country of repatriation,Azerbaijan,16.0,6,1
552,2013,by country of repatriation,Belarus,2.5,6,1
553,2013,by country of repatriation,Indonesia,2.5,6,1
554,2013,by country of repatriation,Kyrgyzstan,10.0,6,1
555,2013,by country of repatriation,Nepal,2.5,6,1
556,2013,by country of repatriation,Nigeria,24.0,6,1
557,2013,by country of repatriation,Moldova,2.5,6,1
558,2013,by country of repatriation,Tajikistan,9.0,6,1
559,2013,by country of repatriation,Uganda,15.0,6,1
560,2013,by country of repatriation,Uzbekistan,60.0,6,1
561,2013,by form of exploitation,Sexual exploitation,24.0,6,1
562,2014,Unknown,Unknown,2.5,6,2
563,2014,Unknown,Unknown,2.5,6,3
564,2014,Unknown,Unknown,20.0,6,1
565,2014,by country of repatriation,Azerbaijan,6.0,6,1
566,2014,by country of repatriation,Indonesia,12.0,6,1
567,2014,by country of repatriation,Nigeria,35.0,6,1
568,2014,by country of repatriation,Moldova,2.5,6,1
569,2014,by country of repatriation,Tajikistan,11.0,6,1
570,2014,by country of repatriation,Uganda,6.0,6,1
571,2014,by country of repatriation,Ukraine,2.5,6,1
572,2014,by country of repatriation,Uzbekistan,50.0,6,1
573,2014,by form of exploitation,Sexual exploitation,20.0,6,1
574,2015,Unknown,Unknown,2.5,6,4
575,2015,Unknown,Unknown,16.0,6,5
576,2015,Unknown,Unknown,2.5,6,6
577,2015,Unknown,Unknown,2.5,6,7
578,2015,Unknown,Unknown,2.5,6,2
579,2015,Unknown,Unknown,16.0,6,3
580,2015,Unknown,Unknown,17.0,6,1
581,2015,by citizenship,Azerbaijan,2.5,6,1
582,2015,by citizenship,Bangladesh,5.0,6,1
583,2015,by citizenship,India,2.5,6,1
584,2015,by citizenship,Indonesia,6.0,6,1
585,2015,by citizenship,Morocco,2.5,6,1
586,2015,by citizenship,Nigeria,2.5,6,1
587,2015,by citizenship,Pakistan,2.5,6,1
588,2015,by citizenship,Philippines,2.5,6,1
589,2015,by citizenship,UAE,2.5,6,1
590,2015,by country of repatriation,Azerbaijan,6.0,6,1
591,2015,by country of repatriation,Indonesia,20.0,6,1
592,2015,by country of repatriation,Nigeria,49.0,6,1
593,2015,by country of repatriation,Tajikistan,5.0,6,1
594,2015,by country of repatriation,Uzbekistan,12.0,6,1
595,2015,by form of exploitation,Sexual exploitation,17.0,6,1
596,2016,Unknown,Unknown,34.0,6,1
597,2016,by country of repatriation,Armenia,7.0,6,1
598,2016,by country of repatriation,Azerbaijan,12.0,6,1
599,2016,by country of repatriation,Belarus,2.5,6,1
600,2016,by country of repatriation,Colombia,2.5,6,1
601,2016,by country of repatriation,Indonesia,32.0,6,1
602,2016,by country of repatriation,Nigeria,131.0,6,1
603,2016,by country of repatriation,Moldova,6.0,6,1
604,2016,by country of repatriation,Rwanda,2.5,6,1
605,2016,by country of repatriation,Tajikistan,87.0,6,1
606,2016,by country of repatriation,Tunisia,13.0,6,1
607,2016,by country of repatriation,Turkmenistan,2.5,6,1
608,2016,by country of repatriation,Uganda,6.0,6,1
609,2016,by country of repatriation,Ukraine,2.5,6,1
610,2016,by country of repatriation,Uzbekistan,62.0,6,1
611,2017,Unknown,Unknown,5.0,6,4
612,2017,Unknown,Unknown,23.0,6,5
613,2017,Unknown,Unknown,2.5,6,6
614,2017,Unknown,Unknown,2.5,6,7
615,2017,Unknown,Unknown,5.0,6,2
616,2017,Unknown,Unknown,23.0,6,3
617,2017,Unknown,Unknown,28.0,6,1
618,2017,by form of exploitation,Sexual exploitation,5.0,6,4
619,2017,by form of exploitation,Sexual exploitation,15.0,6,5
620,2017,by form of exploitation,Sexual exploitation,2.5,6,6
621,2017,by form of exploitation,Sexual exploitation,2.5,6,7
622,2017,by form of exploitation,Sexual exploitation,5.0,6,2
623,2017,by form of exploitation,Sexual exploitation,15.0,6,3
624,2017,by form of exploitation,Sexual exploitation,20.0,6,1
625,2018,Unknown,Unknown,15.0,6,4
626,2018,Unknown,Unknown,17.0,6,5
627,2018,Unknown,Unknown,2.5,6,6
628,2018,Unknown,Unknown,15.0,6,7
629,2018,Unknown,Unknown,19.0,6,2
630,2018,Unknown,Unknown,32.0,6,3
631,2018,Unknown,Unknown,51.0,6,1
632,2018,by citizenship,,51.0,6,1
633,2018,by form of exploitation,Forced labour,2.5,6,4
634,2018,by form of exploitation,Forced labour,2.5,6,5
635,2018,by form of exploitation,Forced labour,2.5,6,6
636,2018,by form of exploitation,Forced labour,2.5,6,7
637,2018,by form of exploitation,Forced labour,8.0,6,1
638,2018,by form of exploitation,Sexual exploitation,10.0,6,4
639,2018,by form of exploitation,Sexual exploitation,15.0,6,5
640,2018,by form of exploitation,Sexual exploitation,2.5,6,6
641,2018,by form of exploitation,Sexual exploitation,2.5,6,7
642,2018,by form of exploitation,Sexual exploitation,12.0,6,2
643,2018,by form of exploitation,Sexual exploitation,15.0,6,3
644,2018,by form of exploitation,Sexual exploitation,26.0,6,1
645,2019,Unknown,Unknown,11.0,6,4
646,2019,Unknown,Unknown,39.0,6,5
647,2019,Unknown,Unknown,2.5,6,6
648,2019,Unknown,Unknown,2.5,6,7
649,2019,Unknown,Unknown,2.5,6,8
650,2019,Unknown,Unknown,11.0,6,2
651,2019,Unknown,Unknown,39.0,6,3
652,2019,Unknown,Unknown,50.0,6,1
653,2019,by citizenship,,86.0,6,1
654,2019,by form of exploitation,Forced labour,2.5,6,4
655,2019,by form of exploitation,Forced labour,2.5,6,5
656,2019,by form of exploitation,Forced labour,2.5,6,6
657,2019,by form of exploitation,Forced labour,2.5,6,7
658,2019,by form of exploitation,Forced labour,2.5,6,9
659,2019,by form of exploitation,Forced labour,2.5,6,8
660,2019,by form of exploitation,Forced labour,2.5,6,2
661,2019,by form of exploitation,Forced labour,2.5,6,3
662,2019,by form of exploitation,Forced labour,2.5,6,1
663,2019,by form of exploitation,Sexual exploitation,11.0,6,4
664,2019,by form of exploitation,Sexual exploitation,39.0,6,5
665,2019,by form of exploitation,Sexual exploitation,2.5,6,6
666,2019,by form of exploitation,Sexual exploitation,2.5,6,7
667,2019,by form of exploitation,Sexual exploitation,2.5,6,9
668,2019,by form of exploitation,Sexual exploitation,2.5,6,8
669,2019,by form of exploitation,Sexual exploitation,11.0,6,2
670,2019,by form of exploitation,Sexual exploitation,39.0,6,3
671,2019,by form of exploitation,Sexual exploitation,50.0,6,1
672,2019,by form of exploitation,Sexual exploitation,2.5,6,1
673,2020,Unknown,Unknown,2.5,6,4
674,2020,Unknown,Unknown,19.0,6,5
675,2020,Unknown,Unknown,2.5,6,6
676,2020,Unknown,Unknown,2.5,6,7
677,2020,Unknown,Unknown,2.5,6,8
678,2020,Unknown,Unknown,2.5,6,2
679,2020,Unknown,Unknown,19.0,6,3
680,2020,Unknown,Unknown,20.0,6,1
681,2020,by citizenship,,35.0,6,1
682,2020,by form of exploitation,Forced labour,2.5,6,4
683,2020,by form of exploitation,Forced labour,2.5,6,5
684,2020,by form of exploitation,Forced labour,2.5,6,6
685,2020,by form of exploitation,Forced labour,2.5,6,7
686,2020,by form of exploitation,Forced labour,2.5,6,9
687,2020,by form of exploitation,Forced labour,2.5,6,8
688,2020,by form of exploitation,Forced labour,2.5,6,2
689,2020,by form of exploitation,Forced labour,2.5,6,3
690,2020,by form of exploitation,Forced labour,2.5,6,1
691,2020,by form of exploitation,Forced labour,2.5,6,1
692,2020,by form of exploitation,Sexual exploitation,2.5,6,4
693,2020,by form of exploitation,Sexual exploitation,18.0,6,5
694,2020,by form of exploitation,Sexual exploitation,2.5,6,6
695,2020,by form of exploitation,Sexual exploitation,2.5,6,7
696,2020,by form of exploitation,Sexual exploitation,2.5,6,9
697,2020,by form of exploitation,Sexual exploitation,2.5,6,8
698,2020,by form of exploitation,Sexual exploitation,2.5,6,2
699,2020,by form of exploitation,Sexual exploitation,18.0,6,3
700,2020,by form of exploitation,Sexual exploitation,19.0,6,1
701,2020,by form of exploitation,Sexual exploitation,2.5,6,1
702,2021,Unknown,Unknown,2.5,6,4
703,2021,Unknown,Unknown,21.0,6,5
704,2021,Unknown,Unknown,2.5,6,6
705,2021,Unknown,Unknown,2.5,6,7
706,2021,Unknown,Unknown,8.0,6,2
707,2021,Unknown,Unknown,24.0,6,3
708,2021,Unknown,Unknown,32.0,6,1
709,2021,by citizenship,,22.0,6,1
710,2021,by form of exploitation,Forced labour,2.5,6,4
711,2021,by form of exploitation,Forced labour,2.5,6,5
712,2021,by form of exploitation,Forced labour,2.5,6,6
713,2021,by form of exploitation,Forced labour,2.5,6,7
714,2021,by form of exploitation,Forced labour,2.5,6,9
715,2021,by form of exploitation,Forced labour,2.5,6,8
716,2021,by form of exploitation,Forced labour,2.5,6,2
717,2021,by form of exploitation,Forced labour,2.5,6,3
718,2021,by form of exploitation,Forced labour,2.5,6,1
719,2021,by form of exploitation,Forced labour,2.5,6,1
720,2021,by form of exploitation,Sexual exploitation,2.5,6,4
721,2021,by form of exploitation,Sexual exploitation,17.0,6,5
722,2021,by form of exploitation,Sexual exploitation,2.5,6,6
723,2021,by form of exploitation,Sexual exploitation,2.5,6,7
724,2021,by form of exploitation,Sexual exploitation,2.5,6,9
725,2021,by form of exploitation,Sexual exploitation,2.5,6,8
726,2021,by form of exploitation,Sexual exploitation,2.5,6,2
727,2021,by form of exploitation,Sexual exploitation,19.0,6,3
728,2021,by form of exploitation,Sexual exploitation,23.0,6,1
729,2021,by form of exploitation,Sexual exploitation,2.5,6,1
730,2022,Unknown,Unknown,2.5,6,4
731,2022,Unknown,Unknown,35.0,6,5
732,2022,Unknown,Unknown,2.5,6,6
733,2022,Unknown,Unknown,2.5,6,7
734,2022,Unknown,Unknown,5.0,6,2
735,2022,Unknown,Unknown,36.0,6,3
736,2022,Unknown,Unknown,41.0,6,1
737,2022,by citizenship,,36.0,6,1
738,2022,by form of exploitation,Forced labour,2.5,6,4
739,2022,by form of exploitation,Forced labour,2.5,6,5
740,2022,by form of exploitation,Forced labour,2.5,6,6
741,2022,by form of exploitation,Forced labour,2.5,6,7
742,2022,by form of exploitation,Forced labour,2.5,6,9
743,2022,by form of exploitation,Forced labour,2.5,6,8
744,2022,by form of exploitation,Forced labour,2.5,6,2
745,2022,by form of exploitation,Forced labour,2.5,6,3
746,2022,by form of exploitation,Forced labour,2.5,6,1
747,2022,by form of exploitation,Forced labour,2.5,6,1
748,2022,by form of exploitation,Sexual exploitation,2.5,6,4
749,2022,by form of exploitation,Sexual exploitation,35.0,6,5
750,2022,by form of exploitation,Sexual exploitation,2.5,6,6
751,2022,by form of exploitation,Sexual exploitation,2.5,6,7
752,2022,by form of exploitation,Sexual exploitation,2.5,6,9
753,2022,by form of exploitation,Sexual exploitation,2.5,6,8
754,2022,by form of exploitation,Sexual exploitation,2.5,6,2
755,2022,by form of exploitation,Sexual exploitation,36.0,6,3
756,2022,by form of exploitation,Sexual exploitation,39.0,6,1
757,2022,by form of exploitation,Sexual exploitation,2.5,6,1
758,2003,by country of repatriation,Abroad,2.5,7,1
759,2005,by form of exploitation,Forced labour,12.0,7,1
760,2005,by form of exploitation,Sexual exploitation,18.0,7,1
761,2006,by form of exploitation,Forced labour,37.0,7,1
762,2006,by form of exploitation,Sexual exploitation,26.0,7,1
763,2007,by form of exploitation,Forced labour,46.0,7,1
764,2007,by form of exploitation,Sexual exploitation,33.0,7,1
765,2008,Unknown,Unknown,57.0,7,2
766,2008,Unknown,Unknown,129.0,7,3
767,2008,Unknown,Unknown,186.0,7,1
768,2008,by form of exploitation,Forced labour,72.0,7,1
769,2008,by form of exploitation,Sexual exploitation,114.0,7,1
770,2009,Unknown,Unknown,84.0,7,2
771,2009,Unknown,Unknown,338.0,7,3
772,2009,Unknown,Unknown,422.0,7,1
773,2009,by form of exploitation,Forced labour,168.0,7,1
774,2009,by form of exploitation,Sexual exploitation,254.0,7,1
775,2010,Unknown,Unknown,32.0,7,4
776,2010,Unknown,Unknown,178.0,7,5
777,2010,Unknown,Unknown,7.0,7,6
778,2010,Unknown,Unknown,46.0,7,7
779,2010,Unknown,Unknown,39.0,7,2
780,2010,Unknown,Unknown,224.0,7,3
781,2010,Unknown,Unknown,263.0,7,1
782,2010,by citizenship,Argentina,18.0,7,1
783,2010,by citizenship,Bolivia,53.0,7,1
784,2010,by citizenship,Dominican Republic,2.5,7,1
785,2010,by citizenship,Paraguay,59.0,7,1
786,2010,by citizenship,Peru,9.0,7,1
787,2010,by country of repatriation,Dominican Republic,2.5,7,1
788,2010,by country of repatriation,Paraguay,8.0,7,1
789,2010,by form of exploitation,Forced labour,67.0,7,1
790,2010,by form of exploitation,Sexual exploitation,196.0,7,1
791,2011,Unknown,Unknown,21.0,7,4
792,2011,Unknown,Unknown,77.0,7,5
793,2011,Unknown,Unknown,11.0,7,6
794,2011,Unknown,Unknown,41.0,7,7
795,2011,Unknown,Unknown,32.0,7,2
796,2011,Unknown,Unknown,118.0,7,3
797,2011,Unknown,Unknown,150.0,7,1
798,2011,by citizenship,Argentina,22.0,7,1
799,2011,by citizenship,Bolivia,38.0,7,1
800,2011,by citizenship,China,9.0,7,1
801,2011,by citizenship,Dominican Republic,20.0,7,1
802,2011,by citizenship,Paraguay,30.0,7,1
803,2011,by citizenship,Peru,2.5,7,1
804,2011,by country of repatriation,Paraguay,2.5,7,1
805,2011,by form of exploitation,Forced labour,76.0,7,1
806,2011,by form of exploitation,Sexual exploitation,74.0,7,1
807,2012,Unknown,Unknown,9.0,7,4
808,2012,Unknown,Unknown,236.0,7,5
809,2012,Unknown,Unknown,5.0,7,6
810,2012,Unknown,Unknown,53.0,7,7
811,2012,Unknown,Unknown,14.0,7,2
812,2012,Unknown,Unknown,289.0,7,3
813,2012,Unknown,Unknown,303.0,7,1
814,2012,by citizenship,Argentina,58.0,7,1
815,2012,by citizenship,Bolivia,23.0,7,1
816,2012,by citizenship,Brazil,2.5,7,1
817,2012,by citizenship,Colombia,5.0,7,1
818,2012,by citizenship,Dominican Republic,12.0,7,1
819,2012,by citizenship,Paraguay,79.0,7,1
820,2012,by citizenship,Peru,17.0,7,1
821,2012,by country of repatriation,Colombia,2.5,7,1
822,2012,by country of repatriation,Peru,17.0,7,1
823,2012,by form of exploitation,Forced labour,88.0,7,1
824,2012,by form of exploitation,Sexual exploitation,215.0,7,1
825,2013,Unknown,Unknown,20.0,7,4
826,2013,Unknown,Unknown,204.0,7,5
827,2013,Unknown,Unknown,10.0,7,6
828,2013,Unknown,Unknown,103.0,7,7
829,2013,Unknown,Unknown,32.0,7,2
830,2013,Unknown,Unknown,340.0,7,3
831,2013,Unknown,Unknown,374.0,7,1
832,2013,by citizenship,Argentina,75.0,7,1
833,2013,by citizenship,Bolivia,127.0,7,1
834,2013,by citizenship,Chile,2.5,7,1
835,2013,by citizenship,Colombia,7.0,7,1
836,2013,by citizenship,Dominican Republic,15.0,7,1
837,2013,by citizenship,Paraguay,8.0,7,1
838,2013,by country of repatriation,Colombia,17.0,7,1
839,2013,by country of repatriation,Paraguay,10.0,7,1
840,2013,by country of repatriation,Peru,5.0,7,1
841,2013,by form of exploitation,Forced labour,213.0,7,1
842,2013,by form of exploitation,Sexual exploitation,161.0,7,1
843,2014,Unknown,Unknown,19.0,7,4
844,2014,Unknown,Unknown,186.0,7,5
845,2014,Unknown,Unknown,6.0,7,6
846,2014,Unknown,Unknown,133.0,7,7
847,2014,Unknown,Unknown,25.0,7,2
848,2014,Unknown,Unknown,319.0,7,3
849,2014,Unknown,Unknown,375.0,7,1
850,2014,by citizenship,Argentina,81.0,7,1
851,2014,by citizenship,Bolivia,42.0,7,1
852,2014,by citizenship,Brazil,2.5,7,1
853,2014,by citizenship,Dominican Republic,30.0,7,1
854,2014,by citizenship,Ecuador,2.5,7,1
855,2014,by citizenship,Paraguay,26.0,7,1
856,2014,by citizenship,Peru,5.0,7,1
857,2014,by citizenship,Uruguay,2.5,7,1
858,2014,by country of repatriation,Bolivia,65.0,7,1
859,2014,by country of repatriation,Colombia,9.0,7,1
860,2014,by country of repatriation,Ecuador,2.5,7,1
861,2014,by country of repatriation,Paraguay,23.0,7,1
862,2014,by country of repatriation,Peru,7.0,7,1
863,2014,by form of exploitation,Forced labour,7.0,7,4
864,2014,by form of exploitation,Forced labour,2.5,7,5
865,2014,by form of exploitation,Forced labour,10.0,7,6
866,2014,by form of exploitation,Forced labour,142.0,7,7
867,2014,by form of exploitation,Forced labour,209.0,7,1
868,2014,by form of exploitation,Sexual exploitation,11.0,7,4
869,2014,by form of exploitation,Sexual exploitation,163.0,7,5
870,2014,by form of exploitation,Sexual exploitation,2.5,7,6
871,2014,by form of exploitation,Sexual exploitation,2.5,7,7
872,2014,by form of exploitation,Sexual exploitation,182.0,7,1
873,2015,Unknown,Unknown,7.0,7,4
874,2015,Unknown,Unknown,115.0,7,5
875,2015,Unknown,Unknown,13.0,7,6
876,2015,Unknown,Unknown,81.0,7,7
877,2015,Unknown,Unknown,21.0,7,2
878,2015,Unknown,Unknown,222.0,7,3
879,2015,Unknown,Unknown,243.0,7,1
880,2015,by citizenship,Argentina,116.0,7,1
881,2015,by citizenship,Bolivia,70.0,7,1
882,2015,by citizenship,China,2.5,7,1
883,2015,by citizenship,Dominican Republic,11.0,7,1
884,2015,by citizenship,Paraguay,36.0,7,1
885,2015,by citizenship,Uruguay,2.5,7,1
886,2015,by country of repatriation,Colombia,2.5,7,1
887,2015,by country of repatriation,Paraguay,16.0,7,1
888,2015,by country of repatriation,Peru,2.5,7,1
889,2015,by form of exploitation,Forced labour,2.5,7,4
890,2015,by form of exploitation,Forced labour,36.0,7,5
891,2015,by form of exploitation,Forced labour,10.0,7,6
892,2015,by form of exploitation,Forced labour,106.0,7,7
893,2015,by form of exploitation,Forced labour,192.0,7,1
894,2015,by form of exploitation,Sexual exploitation,9.0,7,4
895,2015,by form of exploitation,Sexual exploitation,184.0,7,5
896,2015,by form of exploitation,Sexual exploitation,2.5,7,6
897,2015,by form of exploitation,Sexual exploitation,2.5,7,7
898,2015,by form of exploitation,Sexual exploitation,194.0,7,1
899,2016,Unknown,Unknown,28.0,7,4
900,2016,Unknown,Unknown,279.0,7,5
901,2016,Unknown,Unknown,12.0,7,6
902,2016,Unknown,Unknown,91.0,7,7
903,2016,Unknown,Unknown,40.0,7,2
904,2016,Unknown,Unknown,370.0,7,3
905,2016,Unknown,Unknown,414.0,7,1
906,2016,by citizenship,Argentina,100.0,7,1
907,2016,by citizenship,Bolivia,116.0,7,1
908,2016,by citizenship,Chile,2.5,7,1
909,2016,by citizenship,Dominican Republic,19.0,7,1
910,2016,by citizenship,Paraguay,30.0,7,1
911,2016,by citizenship,Venezuela,2.5,7,1
912,2016,by country of repatriation,Bolivia,111.0,7,1
913,2016,by country of repatriation,Colombia,16.0,7,1
914,2016,by country of repatriation,Honduras,2.5,7,1
915,2016,by country of repatriation,Paraguay,50.0,7,1
916,2016,by country of repatriation,Peru,11.0,7,1
917,2016,by form of exploitation,Forced labour,11.0,7,4
918,2016,by form of exploitation,Forced labour,90.0,7,5
919,2016,by form of exploitation,Forced labour,9.0,7,6
920,2016,by form of exploitation,Forced labour,91.0,7,7
921,2016,by form of exploitation,Forced labour,203.0,7,1
922,2016,by form of exploitation,Sexual exploitation,19.0,7,4
923,2016,by form of exploitation,Sexual exploitation,197.0,7,5
924,2016,by form of exploitation,Sexual exploitation,2.5,7,6
925,2016,by form of exploitation,Sexual exploitation,2.5,7,7
926,2016,by form of exploitation,Sexual exploitation,220.0,7,1
927,2017,Unknown,Unknown,38.0,7,4
928,2017,Unknown,Unknown,619.0,7,5
929,2017,Unknown,Unknown,21.0,7,6
930,2017,Unknown,Unknown,503.0,7,7
931,2017,Unknown,Unknown,2.5,7,9
932,2017,Unknown,Unknown,59.0,7,2
933,2017,Unknown,Unknown,1122.0,7,3
934,2017,Unknown,Unknown,1200.0,7,1
935,2017,Unknown,Unknown,2.5,7,1
936,2017,by citizenship,Argentina,569.0,7,1
937,2017,by citizenship,Bolivia,404.0,7,1
938,2017,by citizenship,Brazil,9.0,7,1
939,2017,by citizenship,Others,45.0,7,1
940,2017,by citizenship,Paraguay,92.0,7,1
941,2017,by citizenship,Peru,18.0,7,1
942,2017,by citizenship,Dominican Republic,63.0,7,1
943,2017,by country of repatriation,Abroad,5.0,7,1
944,2017,by country of repatriation,Italy,2.5,7,1
945,2017,by country of repatriation,Mexico,2.5,7,1
946,2017,by country of repatriation,Peru,2.5,7,1
947,2017,by form of exploitation,Forced labour,776.0,7,1
948,2017,by form of exploitation,Sexual exploitation,423.0,7,1
949,2018,Unknown,Unknown,34.0,7,4
950,2018,Unknown,Unknown,825.0,7,5
951,2018,Unknown,Unknown,15.0,7,6
952,2018,Unknown,Unknown,655.0,7,7
953,2018,Unknown,Unknown,2.5,7,9
954,2018,Unknown,Unknown,2.5,7,8
955,2018,Unknown,Unknown,49.0,7,2
956,2018,Unknown,Unknown,1482.0,7,3
957,2018,Unknown,Unknown,1531.0,7,1
958,2018,Unknown,Unknown,2.5,7,1
959,2018,by citizenship,Argentina,738.0,7,1
960,2018,by citizenship,Bolivia,531.0,7,1
961,2018,by citizenship,Brazil,2.5,7,1
962,2018,by citizenship,Chile,5.0,7,1
963,2018,by citizenship,China,19.0,7,1
964,2018,by citizenship,Colombia,16.0,7,1
965,2018,by citizenship,Ghana,2.5,7,1
966,2018,by citizenship,Haiti,2.5,7,1
967,2018,by citizenship,Nigeria,2.5,7,1
968,2018,by citizenship,Paraguay,132.0,7,1
